KO	123_baseline	127_baseline	233_baseline	257_baseline	257_follow.up	293_baseline	362_baseline	363_baseline	363_follow.up	369_baseline	372_baseline	392_baseline	393_baseline	407_baseline	407_follow.up	415_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	454_baseline	454_follow.up	457_baseline	490_baseline	490_follow.up	499_baseline	500_baseline	500_follow.up	505_baseline	510_baseline	510_follow.up	512_baseline	516_baseline	518_baseline	518_follow.up	520_baseline	526_baseline	1284_baseline	1289_baseline	1290_baseline	1292_baseline	1294_baseline	1296_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1310_baseline	1314_baseline	1316_baseline	1318_baseline	1320_baseline	1322_baseline	1324_baseline	1326_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1356_baseline	1358_baseline
K00790	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K00791	465411	976438	239764.3	224618	41743.165	3641.8	377079	327019.5	144919.65	381679.43882	7251760	657149.5974	148949.6	558040.15	112490	1145772.9	195899.13	384979	24961.125	788003.2	363055.2	1513530.2	476169.41	1906795.6	1030999.8	106148	2744609	135073.9	1223479.35	60121.19	240021	3715372	421580.125	773927.5	604427.5	305282	36904.875	281004.875	561922.68638	484372.00844	133068.4	420886.15	1318811.42	869662.7	10545003.75	4234124.5	195255.68722	258129.4	1500196	7357069.5576	207042.5	633321.87	1602619	2753763.5	2934964.75	102026	3261069	3670177.23	18944466.25	103030.95332	3660009.75	7633010.15	1070071.5	7826781.5	4263031.5	1073214.07	11593013.75
K00800	321219	801031	199174.9	10.5	5.415	10.5	310201.5	10.5	15.9	48.07341	4223310	297216.7987	147356.8	457241.5	109491.5	576603	147873.3	310186.5	2.625	771820.6	52.95	1314012.1	13.41	1558.175	469396.9	10.5	2551601.5	63.4	897438.55	37710.8	10.5	2861533	578.25	269651.5	490661.5	300771	2.625	2.625	28.13369	248.56672	5.25	307741.95	1036800.75	682820.75	7634000.75	3823060.75	186966.09361	125113.95	685598	169659.7788	291.5	470480	5.25	1661731	2338400.75	21.5	3038433.75	99003.68	12809990	67.82666	5.25	7220503.95	900750	5936890	2742930	787009.76	7005700
K00806	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K00820	308773	664436	193496	224607.5	41738.665	3632.8	248576	327010.5	144915.15	381609.08691	4165138.5	657139	147996	360957.15	106743	786754	192114.5	373404.5	24958.875	756962	363052.95	1149506	476160.41	1906721.5	983304.5	106139	2495304.5	135064.9	1223403.75	40454.5	240012	3699706	421577.875	707406	474606	304986	36902.625	281002.625	561917.081	484360.625	133063.9	418602.25	785209.92	770021.2	4745002.25	3412003	190951.5	258103	1467004.5	7357053	207038	517301.87	1602614.5	1741901.5	1742163.25	102021.5	3034602.25	3668857.32	14129086.25	103020.2	3660005.25	7540002.25	842271.5	5939001.5	3435001.5	762994.55	7337213.75
K00826	248779	689601	174384.9	7.5	3.915	7.5	207001.5	7.5	14.4	17.47341	3913810	297213	139429.8	343341.5	101581.5	473601.5	144331.5	271601.5	1.875	690720.6	52.2	1039512.1	10.41	1521.5	440619.2	7.5	2397301.5	60.4	844402.25	33591.5	7.5	2815203	1.875	154051.5	388161.5	300624.5	1.875	1.875	21.5	243.625	3.75	272380.75	754700.75	444220.75	4740000.75	3121060.75	29962	125101.5	669197.25	169652.25	290	415280	3.75	1486631	1190400.75	20	2581433.75	98746.08	11908590	65.6	3.75	6292003.95	758350	4869890	2155930	709109.76	5921700
K00849	176352	209006	72089.4	131606	41603.75	3546.4	82456	9	12903.75	381629.07341	3266314.5	35931.2987	2931.3	272547.15	26778	377157	10567.8	27791	23638.5	80625.1	2.25	208816.6	373156	315237.425	132201.4	106136	440606	10.5	67440.05	31485.3	10.5	430837.5	153001.875	103556	129266	3949.5	36901.875	2.25	111894.55269	483488.06672	133062.4	15243.45	320709.92	163841.2	3210002.25	1167062.25	5567.59361	42514.7	16598	52059.0288	3751	88581.87	2613.75	1075632.5	842402.25	4.5	384435.25	1794.8	4902076.25	102696.12666	4.5	201505.45	260151.5	1813891.5	1087931.5	287444.31	4023913.75
K00852	377147	687414	236910.5	300207.5	41739.415	3792.1	212032	327012	170714.4	394785.816	973146	687933.5	140022	505263.15	124931	323472.9	188018.53	334812	25432.5	730868	363053.325	1022112	482458.91	2340721.125	979212	114397.5	2626412	135069.4	1237806	27815.59	240016.5	4052012	727001.875	684830.5	365710.5	309963	36903	281003	783908.35	485323.5	133181.95	335203.75	741011.42	529022.7	3191003.75	3712004.5	23705	286003.75	1467005.25	7456501.5	213797.25	402863.37	1607833.75	609503	984164.75	102022.25	2831203	3668154.47	8675657.25	120199.45	3660006	6016003.75	767173	3729003	2916173	488696.05	2817615.25
K00858	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K00859	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K00863	92100	53000	54800	1.5	0.75	1.5	18200	1.5	0.75	2.508	238000	35000	2450	174000	23900	18000	6850	16600	0.375	65100	0.375	26800	1.5	0.375	84600	1.5	288000	1.5	67400	11900	1.5	423000	0.375	72300	65400	2620	0.375	0.375	0.75	0.375	0.75	14100	53900	114000	310000	756000	2360	42500	0.75	4650	0.75	21200	0.75	86700	246000	0.75	281000	622	241000	0.75	0.75	155000	115000	271000	519000	21300	148000
K00868	180211	102433	101193	186809	41737.75	3552.4	75574.5	327009	132004.5	375014.58691	3668137	399137.5	13994.5	205955.65	29741.5	709463.9	62119.53	135403	24721.875	156960.5	363002.25	198504.5	473007.5	1688201.875	687303	102009	485303	135009	446403	39276.59	240009	1339704.5	268577.875	644223	291703	5807.5	36902.25	281002.25	450902.731	483638.375	133004.5	223602.25	167209.92	606021.2	2185002.25	1212003	177592.75	190103	798004.5	7144653.75	203371.75	257161.12	1600004.5	1419900.75	1250163.25	102004.5	904201.5	3572157.07	7472400.75	94370.75	3660004.5	2200002.25	343570.75	3281000.75	2514170.75	351993.8	5581613
K00873	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K00882	203103	91805	78004.5	317601.5	41869.5	3711.7	23444.5	654004.5	276901.5	381599.108	238272.5	753926	4674.5	178505.65	24142.5	438154	95454.5	143804.5	26277.375	66416.5	726001.125	61804.5	579151.5	3495200.375	1112604.5	106134.5	368804.5	270006	719402.25	17544.5	480006	2115004.5	689000.75	1010304.5	161004.5	10161.5	36901.5	562001.125	1011891.75	484752.375	133061.65	238101.5	84309.17	388020.45	332001.5	756003	11441.5	308501.5	1596002.25	14332050.75	409748.75	202401.87	3202611.5	270901.5	246323.5	204002.25	480201.5	7140729.72	3061086.25	103224.75	7320002.25	887001.5	134741.5	601001.5	2409001.5	31454.55	1462213.75
K00901	98630	79600	70300	3	1.5	3	24650	3	1.5	4.008	445000	39210	5350	186500	24548	37300	10680	22800	0.75	90700	0.75	88500	3	0.75	97100	3	331400	3	67400.75	12910	3	455200	0.75	85200	194400	2621.5	0.75	0.75	4.9	1.125	1.5	76300	105900	278000	2010000	920000	12860	57100	1.5	4650.75	1.5	125200	1.5	175800	629000	1.5	431000	1328	616000	1.5	1.5	952000	166100	648000	911000	46100	549000
K00917	92100	53000	54800	1.5	0.75	1.5	18200	1.5	0.75	2.508	238000	35000	2450	174000	23900	18000	6850	16600	0.375	65100	0.375	26800	1.5	0.375	84600	1.5	288000	1.5	67400	11900	1.5	423000	0.375	72300	65400	2620	0.375	0.375	0.75	0.375	0.75	14100	53900	114000	310000	756000	2360	42500	0.75	4650	0.75	21200	0.75	86700	246000	0.75	281000	622	241000	0.75	0.75	155000	115000	271000	519000	21300	148000
K00919	192659	239032	106874.9	12	5.25	10.5	137203	10.5	5.25	43.57341	3726311.5	39218.2987	13358.3	302243	32493	499315.9	17881.33	72188	2.625	171822.1	2.625	363013.6	10.5	38.55	173398.4	10.5	541603	10.5	120439.3	36535.89	10.5	501534.5	578.25	206471.5	307761.5	2772.5	2.625	2.625	13.78369	8.31672	5.25	112742.7	418801.5	518821.5	5074001.5	1623061.5	173608.09361	57114.7	16598.75	4660.5288	5.25	210340	5.25	1339731	1846401.5	5.25	908033.75	2404.43	6153390	8.37666	5.25	1880504.7	402050	3278890	1822100	376009.76	5250100
K00925	436664	839839	234082.4	505213.5	125074.915	10642.2	315450.5	654018	276918.9	1131646.17341	4223587	1017990.2987	149585.8	461753.95	109738.5	997071.9	236488.83	437395.5	73080	773141.6	726054.825	1349021.1	1319164.91	3693158.55	1497405.9	310145	2632410.5	270072.4	1549443.05	43363.39	480019.5	4553542	689579.75	1211679	588369	308317	110704.125	562004.5	1013701.88369	1451001.31672	399066.9	531745.7	1067227.51	956881.35	7656004.5	3823066	196591.09361	391117.7	2281601.75	14497062.7788	410776.25	656544.11	3202618.25	1856934	2338726.5	204025.25	3257236.75	7239125.59	15693477.75	291492.57666	7320009	7952507.7	934793	6448893	4639103	812231.91	8374739.75
K00926	116133	132806	113004.5	131609	41604.5	3547.9	37556	10.5	12904.5	381598.508	859006	48557.5	11156	211507.15	25850	76066.9	18352.53	35206	23638.875	141906	2.625	211906	373157.5	315201.875	122106	106137.5	418206	12	67405.25	14939.59	12	519606	153002.25	115024.5	454504.5	3807.5	36902.25	2.625	111904.95	483485.375	133063.15	200702.25	209909.92	606021.2	5410002.25	1248002.25	34403.5	86302.25	5.25	52053.75	3751.75	338061.87	2614.5	365001.5	1395002.25	5.25	750601.5	2848.47	1429486.25	102693.75	5.25	2546002.25	282601.5	1584001.5	1701171.5	110734.55	1405613.75
K00927	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K00939	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K00942	368716	683842	216800.5	449210.5	83474.165	7259.6	251202	654015	289816.65	763203.88691	4165278.5	1017066.5	149112	363214.3	106868	996920.9	236427.03	437010.5	49916.25	757624	726054.075	1167012	952311.91	3811921.875	1497310.5	212272	2535710.5	270070.9	1549406.75	43284.09	480018	4545712	842578.625	1180430.5	524510.5	309349	73803.75	562003.75	1123808.831	968478.375	266124.8	530604.5	800419.84	907042.4	4756004.5	3412006	196035	391105.25	2265006.75	14544454.5	413786.75	612763.74	3205226	1845003	1742326.5	204023.75	3153803.75	7238965.79	15602572.5	205977.95	7320007.5	7906004.5	866443	6286003	4386173	783089.1	8048827.5
K00943	296913	664436	205194.5	224609	41738.665	3632.8	248576	327010.5	144915.15	381606.308	1195140	657139	147996	360957.15	106743	427766.9	188472.53	362606	24958.875	756962	363052.95	1149506	476160.41	1906721.5	935806	106139	2439406	135064.9	1223403.75	20959.59	240012	3699706	421577.875	711424.5	476704.5	304986	36902.625	281002.625	561917.081	484360.625	133063.9	418602.25	785209.92	770021.2	4745002.25	3412003	188843.5	258103	1467004.5	7357053	207038	498561.87	1602614.5	775901.5	1742163.25	102021.5	3054201.5	3668047.07	9622486.25	103020.2	3660005.25	7540002.25	779771.5	4741001.5	3125171.5	540994.55	3841613.75
K00948	574105	1401843	349783.9	449218	83477.33	7265.6	488453.5	654021	289830.3	763243.67341	4720590	1275071.7987	283588.8	616755.8	186741.5	1074236.8	366498.36	675398.5	49917.75	1373144.6	726105.9	2300024.1	952320.82	3813478.925	1793408.9	212278	4642413.5	270129.8	2326444.55	44549.98	480024	6913545	842580.125	1282900.5	775470.5	607497	73805.25	562005.25	1123826.73369	968725.06672	266127.8	726746.45	1685220.59	1120863.15	10216005.25	6023066.75	211033.09361	459118.45	2950602.5	14709462.7788	414076	926403.74	3205229	2200934	2830727.25	204043	5426836.75	7335820.62	22476962.5	206043.52666	7320010.5	13292508.45	1462093	9470893	5572273	1253198.86	10238927.5
K00949	375822	817007	214889.4	224612	41740.165	3635.8	264527.5	327013.5	144916.65	381641.37341	3970450	657142.7987	140942.8	442298.65	104546.5	683769.9	188705.83	335592.5	24959.625	706882.6	363053.7	1239018.1	476163.41	1906758.175	954702.9	106142	2534407.5	135067.9	1170441.55	36500.39	240015	3669039	421003	656676	493166	305132.5	36903.375	281003.375	561914.55269	484365.56672	133065.4	384444.2	1005910.67	628841.95	7481003	3531063.75	35049.59361	258115.45	1483599.5	7357060.5288	207039.5	553041.87	1602616	1600832.5	1717564	102023	2803635.25	3669101.55	13470476.25	103024.82666	3660006.75	6704506.2	848421.5	5377891.5	3358101.5	758304.31	6946313.75
K00951	465411	976438	239764.3	224618	41743.165	3641.8	377079	327019.5	144919.65	381679.43882	7251760	657149.5974	148949.6	558040.15	112490	1145772.9	195899.13	384979	24961.125	788003.2	363055.2	1513530.2	476169.41	1906795.6	1030999.8	106148	2744609	135073.9	1223479.35	60121.19	240021	3715372	421580.125	773927.5	604427.5	305282	36904.875	281004.875	561922.68638	484372.00844	133068.4	420886.15	1318811.42	869662.7	10545003.75	4234124.5	195255.68722	258129.4	1500196	7357069.5576	207042.5	633321.87	1602619	2753763.5	2934964.75	102026	3261069	3670177.23	18944466.25	103030.95332	3660009.75	7633010.15	1070071.5	7826781.5	4263031.5	1073214.07	11593013.75
K00954	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K00962	325659	801032	210874.9	13.5	6.165	12	310203	12	16.65	49.57341	4223311.5	297218.2987	147358.3	457243	109493	576615.9	147881.33	310188	3	771822.1	53.325	1314013.6	14.91	1558.55	469398.4	12	2551603	64.9	897439.3	37715.89	12	2861534.5	578.625	273671.5	492761.5	300772.5	3	3	28.88369	249.31672	6	307742.7	1036801.5	682821.5	7634001.5	3823061.5	187508.09361	125114.7	685598.75	169660.5288	292.25	475340	6	1672731	2338401.5	22.25	3058033.75	99004.43	12873390	68.57666	6	7220504.7	915050	6118890	2749100	802009.76	7060100
K00963	287133	661005	185904.5	224604.5	41737.165	3629.8	200274.5	327007.5	144913.65	381603.308	942138.5	657136	140464.5	343755.65	101671.5	324754	184984.5	324404.5	24958.125	691360.5	363052.2	1057004.5	476157.41	1906720.75	907104.5	106136	2381804.5	135061.9	1170403	16914.5	240009	3661204.5	421001.5	621404.5	427204.5	304983	36901.875	281001.875	561911	484359.125	133062.4	383301.5	739109.17	579020.45	4581001.5	3120002.25	31301.5	258101.5	1467003	7357051.5	207036.5	480801.87	1602613	600901.5	1121162.5	102020	2680601.5	3668035.72	8746086.25	103018.7	3660003.75	6658001.5	688971.5	3653001.5	2783001.5	477194.55	3016213.75
K00965	92103	53005	54804.5	131601.5	41601.5	3541.9	18204.5	4.5	12901.5	381592.508	238004.5	35926	2454.5	174005.65	23904.5	18154	6854.5	16604.5	23637.375	65104.5	1.125	26804.5	373151.5	315200.375	84604.5	106131.5	288004.5	6	67402.25	11904.5	6	423004.5	153000.75	72304.5	65404.5	3801.5	36900.75	1.125	111891.75	483482.375	133060.15	14101.5	53909.17	114020.45	310001.5	756001.5	2361.5	42501.5	2.25	52050.75	3748.75	21201.87	2611.5	86701.5	246001.5	2.25	281001.5	729.72	241086.25	102690.75	2.25	155001.5	115001.5	271001.5	519001.5	21334.55	148213.75
K00969	381162	820437	222479.4	224613.5	41740.915	3637.3	312827.5	327015	144917.4	381642.87341	4223450	657144.2987	148472.8	459498.65	109616.5	786769.9	192185.83	373792.5	24960	772482.6	363054.075	1331518.1	476164.91	1906758.55	983402.9	106143.5	2592007.5	135069.4	1223441.55	40540.39	240016.5	3707539	421579	742676	540566	305134	36903.75	281003.75	561919.88369	484366.31672	133066.15	419744.2	1052010.67	819841.95	7645003	3823063.75	192049.59361	258116.2	1483600.25	7357061.2788	207040.25	565941.87	1602616.75	1764832.5	2338564	102023.75	3157635.25	3669112.15	14283476.25	103025.57666	3660007.5	7586506.2	924921.5	6283891.5	3694101.5	807104.31	7717313.75
K00973	187320	235603	99286.4	93810.5	41604.5	3469	88904.5	10.5	5.25	375042.07341	3473313	40139.7987	5829.8	285045.65	27424.5	396466.9	14402.83	33989.5	23402.25	106223.6	2.625	270515.1	370009	98238.175	144699.9	102009	484004.5	10.5	67440.05	32497.39	10.5	463036	2.625	120473	260363	2772.5	36902.25	2.625	899.45269	483007.56672	133004.5	77443.45	372709.92	327841.2	4910002.25	1331062.25	16608.84361	57114.7	16598.75	4660.5288	372.5	197441.12	5.25	1175731.75	1225402.25	5.25	554034.5	2400.55	5340390.75	94107.62666	5.25	998505.45	325550.75	2372890.75	1486100.75	327243.56	4479313
K00974	158573	99006	93604.5	224606	41737	3629.8	27276	327007.5	144903	381598.808	445140	399137.5	6466	188757.15	24673	247466.9	54992.53	86406	24958.125	91362	363001.875	106006	476154.5	1905201.125	611106	106136	371806	135009	393403.75	15739.59	240009	1301206	421001.5	558224.5	244304.5	6984.5	36901.875	281001.875	561896.65	484118.875	133062.4	188302.25	121109.92	415021.2	2021002.25	920003	17943.5	190102.25	798003.75	7192052.25	206750.25	220661.87	1602613	278901.5	629163.25	102003.75	550201.5	3571436.47	2089486.25	102959.25	3660003.75	1318002.25	190271.5	995001.5	1862171.5	66194.55	1260613.75
